이너로 살짝 작은사이즈 주문했는데 적당한 거 같아요,5.0
"생각보다 더 예쁘고 활용도 좋아요 투웨이인거도 좋고
단품 이너 둘다 활용 좋아요
시보리는 짱짱해요",5.0
"이너로 입으려고 샀는데 괜찮네요 핏도 예쁘고 사이즈도 딱 좋아요
약간 두꺼운 느낌도 있는데 허용범위 안이네요",4.0
"아우터 안에 입으려고 구매했습니다. 
근본템 근본템하는데 하나 가지고 있으면 재질도 짱짱하고 모자 쉐잎도 안망가져서 활용도가 높은거 같아요! 
가격도 착하니까 이런 아이템 하나는 필수!",5.0
"청자켓, 가죽자켓 등등 레이어드해서 입어도 이쁘고단품으로 입어도 디게 이뻐요!!",5.0
한 사이즈 크게 살걸 그랬네요. 이너용으로 샀으니 만족합니다.,5.0
회색사보고 이뻐서 검정으로도 삿네요. 청자켓이나 가죽자켓 이너로 입으니이뻐요,5.0
"무탠다드랑 고민했는데 이게 후기가많아서 선택했어요
근데 기장에비해 품은 좁은느낌... 그리고 밑에 시보리가 무지 쫀쫀합니다",5.0
이뻐요 어디에나 잘 어울리고 핏도 완벽합니다 굿굿,5.0
"핏도 이쁘고 너무 맘에 들어요!
모자각도 이뻐서 완벽합니다",5.0
추천해요 제품 마음에 듭니다 배송도 적당하고 좋습니다 !,5.0
"제가 원하는 사이즈 색상 디자인, 이너로 하기에 좋습니다",5.0
레이어드해서 입긴 좋을것 같습니다 내부는 기모없는 쭈리입니다,5.0
"코트 이너로 입으려고 구매했어요!
안에 많이 껴입으면 좀 커야지 해서 미디움 삿는데
스몰살걸 그랫네요
옷자체가 좀 널널한거같아요 !
그리고 막입기에 옷 재질이 늘어남없이 좋을것같아요",5.0
딱 이너로 입기진짜좋고 아우터로는 좀 힘들거같아요 만약 아유터로할라믄 한사이즈업하세요,5.0
"레이어드하기 정말 좋는 것 같습니다ㅎㅎ

무난해서 왠만한 코디에 다 잘어울리네요~",5.0
제가 생각하던대로 이너로 입기 진짜 최적의 아이템이라고 보시면되욬ㅋㅋ,5.0
모자가 크고 축 늘어져서 단품으로 입어도 좋고 패딩이나 마원에 레이어드 해서 입으면 이쁩니다.,5.0
"튼튼하고 괜히 모자 각 역시 좋네요
마음에 들게 잘 산듯 합니다",5.0
기장이 조금 더 짧았으면 좋았을거 같은데 밑단을 접을 수 있어서 좋아요,5.0
레이어드 하기 딱 좋아요 가격도 저렴하고 제질도 너무 좋아요 역시 무탠다드 믿을만 합니다,5.0
생각보다 좀 작은데 예뻐요 제가 큰 탓이겠죠 언능 헬스장가서 살빼야겠어여,5.0
많은 사람들이 인정한 가성비인 만큼 참 좋은 제품입니다,5.0
레이어드로 이만한 아이템이 없어용 매일 입는 듯,5.0
이너로 입을려고 작은 사이즈로 샀는데 사이즈 괜찮네요. 오픈해서 입으면 아우터로도 무난합니다.,5.0
보기보다 슬림한 핏이라서 이너로 입기 좋습니다. 무난하고 색감은 이뻐요,5.0
"아우터보다는 레이어드로 활용할려구 구매했습니다.
생각보다 두께감있고 사이즈는 정사이즈 대비 반사이즈 작은 느낌이에요.",4.0
"원래 이너로 입을 생각에 L 샀는데 이너로 입기는 좀 커서 165-168은 M 사는 거 추천해요 : )
근본 디자인이라 범용성은 최고입니다",5.0
세미오버핏으로 잘 맞습니다 핏 자체가 여유있는 편은 아니에요,5.0
생각보다 만족도가 높았고 그래서인지 잘 애용하고있습니다,5.0
"적당히 쫀쫀하고 각이 잘 잡히네요
기본으로 입기 좋아요",5.0
그냥 후드집업은 다르거 사시지 마시고 이거 사세요 완전 강추입니다 개인적으로 저처럼 몸무게 나가는 사람도 XXL 시키니까 적당한 크기로 예쁘게 코디 할 수 있어서 아주 만족스럽습니다 진짜 만족스런 구매였습니다,5.0
딱 기본으로 좋습니다 하나쯤 사두시면 오래 입어요,5.0
"우선 딱 만져봤을 때 중량감이 있어서 만족스러웠어요
다만 어깨부터 몸통시보리로 떨어지는 핏이 너무 역삼각이라 어깨부분이 들뜨는게 아쉽네요
어깨에 맞추면 몸통시보리가 좁아서 투웨이로 밑에 지퍼 열어도 옆구리쪽이 좀 우는게 유일한 단점!
다음 시즌제품은 어깨랑 몸통시보리까지 떨어지는 라인을 조금만 더 일자쪽으로 빼주세요~",4.0
저렴한 가격에 좋은 후드집업 사서 좋아요~ 시보리도 짱짱합니다~,4.0
엑스라지는 뭔가 총장이 길고 라지는 또 몸에 안맞아서 애매하네요..,4.0
기본템으로 필요해서 샀는데 가성비에 비해서 많이 괜찮네요,4.0
